"accession","X20181107_18.053_16_1_track16.x","X20181107_18.053_17_1_track17.x","X20181107_18.053_18_1_track18.x","X20181107_18.053_7_1_track7.x","X20181107_18.053_8_1_track8.x","X20181107_18.053_9_1_track9.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_16_1_track16.y","X20181107_18.053_17_1_track17.y","X20181107_18.053_18_1_track18.y","X20181107_18.053_7_1_track7.y","X20181107_18.053_8_1_track8.y","X20181107_18.053_9_1_track9.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659918196|emb|CDP48541.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,2,0,"c613.a1.a1","OK",0.312662744779694,0.666749521609796,"gi|659918196|emb|CDP48541.1| 1-acyl-sn-glycerol-3-phosphate acyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.5
"gi|659918197|emb|CDP48542.1|",7.030822971708,7.10938044235577,7.33226255157759,6.4984979939563,6.93907015918044,4.60801726315142,"c451.a1.a1",0.188135064918167,0.366168918297104,"gi|659918197|emb|CDP48542.1| dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.263532323170876,2,3,2,3,3,2,"c451.a1.a1","OK",0.796179498219333,0.91028495461161,"gi|659918197|emb|CDP48542.1| dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.14285714285714
"gi|659918198|emb|CDP48543.1|",7.366649195191,7.43049499686021,7.46516626232612,7.6865501698442,7.6797039440549,7.76392126263946,"c272.a1.a1",0.0018527243902795,0.0165320022517248,"gi|659918198|emb|CDP48543.1| Acetate kinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.94583283817075,7,8,7,10,6,7,"c272.a1.a1","OK",0.881492610704787,0.914667063795834,"gi|659918198|emb|CDP48543.1| Acetate kinase [Propionibacterium freudenreichii subsp. freudenreichii]",1.04545454545455
"gi|659918199|emb|CDP48544.1|",8.14295042742411,8.10858686544435,7.65432246158972,7.56009275991071,7.6641960370661,7.53402378608141,"c203.a1.a1",0.0780604038553158,0.209606639981867,"gi|659918199|emb|CDP48544.1| Phosphate acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.37333627643524,7,9,6,13,10,13,"c203.a1.a1","OK",0.0646880729621548,0.257768228687534,"gi|659918199|emb|CDP48544.1| Phosphate acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",1.63636363636364
"gi|659918209|emb|CDP48479.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,0,1,"c587.a1.a1","OK",0.199550990993661,0.506763029985248,"gi|659918209|emb|CDP48479.1| Aldo/keto reductase [Propionibacterium freudenreichii subsp. freudenreichii]",0.428571428571429
"gi|659918210|emb|CDP48480.1|",5.93923457009589,6.19081323802622,6.35581514731994,6.86798708813491,7.53212055004035,4.6841082899932,"c259.a1.a1",0.829680479048074,0.904538868135118,"gi|659918210|emb|CDP48480.1| Imidazole glycerol phosphate synthase subunit HisF [Propionibacterium freudenreichii subsp. freudenreichii]",8.84370622144321,2,3,3,7,9,5,"c259.a1.a1","OK",0.0139822316489667,0.0778433858149206,"gi|659918210|emb|CDP48480.1| Imidazole glycerol phosphate synthase subunit HisF [Propionibacterium freudenreichii subsp. freudenreichii]",2.625
"gi|659918214|emb|CDP48484.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,4,3,"c392.a1.a1","OK",0.000245461773961155,0.00330517132845369,"gi|659918214|emb|CDP48484.1| Ketol-acid reductoisomerase (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacil reductoisomerase) [Propionibacterium freudenreichii subsp. freudenreichii]",14
"gi|659918222|emb|CDP48405.1|",9.14267413724264,9.0552420303443,8.89803169703533,8.90322954576966,8.99999772504225,8.89603778218986,"a5.a1.a1",0.279013060726511,0.458854480211544,"gi|659918222|emb|CDP48405.1| Preprotein translocase SecA subunit [Propionibacterium freudenreichii subsp. freudenreichii]",0.780434340976174,63,77,69,77,71,74,"a5.a1.a1","OK",0.531160514679018,0.833446986447565,"gi|659918222|emb|CDP48405.1| Preprotein translocase SecA subunit [Propionibacterium freudenreichii subsp. freudenreichii]",1.0622009569378
"gi|659918223|emb|CDP48406.1|",8.73571010043404,9.04235281720694,9.14959761388089,8.24422832336758,8.86920574940512,7.18850801100606,"c175.a1.a1",0.158666971109769,0.331031810229015,"gi|659918223|emb|CDP48406.1| ribosomal S30AE, sigma 54 modulation protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.30442477899976,15,17,17,16,17,11,"c175.a1.a1","OK",0.604039105673553,0.864767053257479,"gi|659918223|emb|CDP48406.1| ribosomal S30AE, sigma 54 modulation protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.897959183673469
"gi|659918227|emb|CDP48410.1|",6.60977658495545,6.91526075244617,7.37440511326291,6.20351484601489,7.03765486311246,6.08159147569539,"c452.a1.a1",0.232326836776266,0.408332016152225,"gi|659918227|emb|CDP48410.1| Hypothetical transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.38104642549518,3,6,4,3,2,3,"c452.a1.a1","OK",0.272924870488683,0.614877431956994,"gi|659918227|emb|CDP48410.1| Hypothetical transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.615384615384615
"gi|659918229|emb|CDP48412.1|",7.20640139356147,7.03262838300677,6.82495506173012,6.92787296812595,6.13751373116934,6.91149439447344,"c636.a1.a1",0.269764826566095,0.451606073441086,"gi|659918229|emb|CDP48412.1| Hypothetical membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.536515483308721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918230|emb|CDP48413.1|",7.69272284965375,7.61563773992883,7.28812750567954,7.91560751381295,7.71381541549926,7.89000247380335,"c326.a1.a1",0.0917906879247634,0.232230001133926,"gi|659918230|emb|CDP48413.1| Hypothetical protein PFCIRM129_03060 [Propionibacterium freudenreichii subsp. freudenreichii]",1.92508586803616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918231|emb|CDP48414.1|",6.75143476028965,7.09895755400319,7.22326422300945,7.1594433500561,7.69051641686594,5.91860640184813,"c588.a1.a1",0.86071922683887,0.930517961475896,"gi|659918231|emb|CDP48414.1| Cell division protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.8412698230751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918232|emb|CDP48415.1|",7.37602483279417,7.76899462982657,7.98806802919807,7.78971627027198,8.37038003717601,6.22304393061066,"c245.a1.a1",0.72638689731854,0.831242383950371,"gi|659918232|emb|CDP48415.1| ABC transporter, ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.65687127626792,10,12,11,13,13,8,"c245.a1.a1","OK",0.902763028780278,0.919826603804931,"gi|659918232|emb|CDP48415.1| ABC transporter, ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.03030303030303
"gi|659918235|emb|CDP48418.1|",6.60589034695676,6.81066195146011,6.5743347364928,6.66232152178123,7.33752143556247,6.5743347364928,"c605.a1.a1",0.483752565324333,0.6420514596982,"gi|659918235|emb|CDP48418.1| fructosamine kinase [Propionibacterium freudenreichii subsp. freudenreichii]",2.11170002941466,2,3,3,3,3,0,"c605.a1.a1","OK",0.592346843589967,0.853841547499271,"gi|659918235|emb|CDP48418.1| fructosamine kinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.75
"gi|659918241|emb|CDP48424.1|",7.07463649318714,7.77687410951684,8.37498094548118,7.49774871371343,8.52907487989831,8.03806049755185,"c240.a1.a1",0.591281671597176,0.721431325447039,"gi|659918241|emb|CDP48424.1| Heat shock protein 20 2 (20 kDa chaperone 2) [Propionibacterium freudenreichii subsp. freudenreichii]",1.55019933293823,3,12,8,8,11,11,"c240.a1.a1","OK",0.335582405514118,0.685600657864063,"gi|659918241|emb|CDP48424.1| Heat shock protein 20 2 (20 kDa chaperone 2) [Propionibacterium freudenreichii subsp. freudenreichii]",1.30434782608696
"gi|659918245|emb|CDP48428.1|",7.96133371678811,7.93116141153883,7.64164711466805,8.1146232022047,8.16903896284383,8.10072185354405,"b55.a1.a1",0.0527304102314644,0.156839168893587,"gi|659918245|emb|CDP48428.1| pyruvate dehydrogenase E1 component (2-oxo-acid dehydrogenase E1 subunit, homodimeric type) [Propionibacterium freudenreichii subsp. freudenreichii]",1.83052989066507,21,23,21,28,26,27,"b55.a1.a1","OK",0.185005234642866,0.49136711402853,"gi|659918245|emb|CDP48428.1| pyruvate dehydrogenase E1 component (2-oxo-acid dehydrogenase E1 subunit, homodimeric type) [Propionibacterium freudenreichii subsp. freudenreichii]",1.24615384615385
"gi|659918246|emb|CDP48429.1|",8.32094431430478,8.35020390519664,8.37668178773579,8.21245757247313,8.28593296331318,8.18996482958609,"c139.a1.a1",0.02245989274375,0.0835047294318911,"gi|659918246|emb|CDP48429.1| Aspartate transaminase (Aminotransferase) [Propionibacterium freudenreichii subsp. freudenreichii]",0.761279338078586,12,16,15,21,16,16,"c139.a1.a1","OK",0.306995256303002,0.663247214177007,"gi|659918246|emb|CDP48429.1| Aspartate transaminase (Aminotransferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.23255813953488
"gi|659918248|emb|CDP48431.1|",6.26402944193933,6.94251118905891,7.10046724198756,6.98382021006961,7.39537904393575,6.21043372619332,"c427.a1.a1",0.837980112478471,0.908464421004697,"gi|659918248|emb|CDP48431.1| Carboxylic ester hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.55652367173717,2,3,2,6,3,3,"c427.a1.a1","OK",0.248553939672605,0.586320626330285,"gi|659918248|emb|CDP48431.1| Carboxylic ester hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.71428571428571
"gi|659918251|emb|CDP48434.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,3,3,"c496.a1.a1","OK",0.000412070679884797,0.00477177847306594,"gi|659918251|emb|CDP48434.1| 3-oxoacyl-[acyl-carrier-protein] synthase (Beta-ketoacyl-ACP synthase) [Propionibacterium freudenreichii subsp. freudenreichii]",Inf
"gi|659918257|emb|CDP48440.1|",7.84623617911341,7.87288202074499,8.15155085986713,6.99521042830619,6.99154838121777,6.8979420186237,"c343.a1.a1",0.000634200415798732,0.011494882536352,"gi|659918257|emb|CDP48440.1| Hypothetical protein PFCIRM129_03200 [Propionibacterium freudenreichii subsp. freudenreichii]",0.0963240488543992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918258|emb|CDP48441.1|",7.8207354660649,8.06704417855545,8.23593363585136,8.23924804808036,8.1487289804873,8.18091165096006,"b82.a1.a1",0.29556350715117,0.471978457112149,"gi|659918258|emb|CDP48441.1| ATPases MoxR family [Propionibacterium freudenreichii subsp. freudenreichii]",1.31253251213162,14,25,23,29,20,21,"b82.a1.a1","OK",0.48610070784332,0.806453609860407,"gi|659918258|emb|CDP48441.1| ATPases MoxR family [Propionibacterium freudenreichii subsp. freudenreichii]",1.12903225806452
"gi|659918267|emb|CDP48450.1|",7.3369717101753,7.10733449162538,6.73044550416775,7.53432047543057,7.34034237441548,7.67563597958791,"b34.a2.a1",0.0854755777103857,0.223314572396503,"gi|659918267|emb|CDP48450.1| Succinate dehydrogenase, subunit A [Propionibacterium freudenreichii subsp. freudenreichii]",2.59371689681748,9,10,3,14,12,13,"b34.a2.a1","OK",0.0284428771665271,0.137236882328493,"gi|659918267|emb|CDP48450.1| Succinate dehydrogenase, subunit A [Propionibacterium freudenreichii subsp. freudenreichii]",1.77272727272727
"gi|659918268|emb|CDP48451.1|",7.29149272253051,7.56811550237476,8.01578285550472,6.99377034361668,7.76749764797906,7.1163485215743,"c492.a1.a1",0.356872086713641,0.530732846907466,"gi|659918268|emb|CDP48451.1| Succinate dehydrogenase subunit C [Propionibacterium freudenreichii subsp. freudenreichii]",0.508400300965795,4,4,4,3,3,3,"c492.a1.a1","OK",0.511968739546085,0.822005500231885,"gi|659918268|emb|CDP48451.1| Succinate dehydrogenase subunit C [Propionibacterium freudenreichii subsp. freudenreichii]",0.75
"gi|659918271|emb|CDP48454.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,1,3,"c546.a1.a1","OK",0.403258825851065,0.745964409481685,"gi|659918271|emb|CDP48454.1| L-aspartate oxidase (LASPO) (Quinolinate synthetase B) [Propionibacterium freudenreichii subsp. freudenreichii]",1.6
"gi|659918273|emb|CDP48456.1|",8.37194955337385,8.13490863810169,8.07221105430401,8.86548809047733,8.98313711518038,8.93556532692527,"b63.a1.a1",0.00165568757217161,0.0160049798643255,"gi|659918273|emb|CDP48456.1| Glycyl-tRNA synthetase (Glycine--tRNA ligase) (GlyRS) [Propionibacterium freudenreichii subsp. freudenreichii]",5.21979061796297,10,16,12,32,31,30,"b63.a1.a1","OK",1.05617505519125e-06,4.36803826396955e-05,"gi|659918273|emb|CDP48456.1| Glycyl-tRNA synthetase (Glycine--tRNA ligase) (GlyRS) [Propionibacterium freudenreichii subsp. freudenreichii]",2.44736842105263
"gi|659918274|emb|CDP48457.1|",8.66108449504836,8.942967013529,8.98647970090331,8.41395235622695,8.48639716756116,8.34371646313111,"c123.a1.a1",0.0150927588656179,0.0643777327205897,"gi|659918274|emb|CDP48457.1| ABC-transporter metal-binding lipoprotein [Propionibacterium freudenreichii subsp. freudenreichii]",0.341296520382709,15,22,23,24,18,21,"c123.a1.a1","OK",0.786764614785145,0.91028495461161,"gi|659918274|emb|CDP48457.1| ABC-transporter metal-binding lipoprotein [Propionibacterium freudenreichii subsp. freudenreichii]",1.05
"gi|659918293|emb|CDP48366.1|",7.66596523600765,7.7941370952697,7.8694714526362,8.05911191397749,8.05834758997445,8.03187223525823,"c136.a1.a1",0.0104291489038194,0.0508224080450032,"gi|659918293|emb|CDP48366.1| D-3-phosphoglycerate dehydrogenase / erythronate 4-phosphate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.84291856646049,13,16,14,19,19,16,"c136.a1.a1","OK",0.263531435010935,0.60072716878477,"gi|659918293|emb|CDP48366.1| D-3-phosphoglycerate dehydrogenase / erythronate 4-phosphate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.25581395348837
"gi|659918299|emb|CDP48372.1|",9.76547991727085,9.74776370743414,9.58200633986501,9.3283104690968,9.15289590640873,9.28143002624575,"b22.a1.a1",0.00480873106513518,0.0303159132367218,"gi|659918299|emb|CDP48372.1| binding protein of oligopeptide ABC transporter (OPN : undef : Oligopeptides) [Propionibacterium freudenreichii subsp. freudenreichii]",0.3584551954465,47,56,56,55,53,54,"b22.a1.a1","OK",0.867020006256016,0.914667063795834,"gi|659918299|emb|CDP48372.1| binding protein of oligopeptide ABC transporter (OPN : undef : Oligopeptides) [Propionibacterium freudenreichii subsp. freudenreichii]",1.0188679245283
"gi|659918303|emb|CDP48376.1|",6.71105225646181,6.75894628090015,6.18784581176631,6.38562478597176,6.49787991777758,6.47479900546465,"c649.a1.a1",0.620014763321632,0.742992898195344,"gi|659918303|emb|CDP48376.1| Zn-dependant peptidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.689142343212226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918304|emb|CDP48377.1|",7.87323083246814,7.33407512909669,6.92037393103792,6.90814205584409,7.00069324184996,7.13704233081276,"c388.a1.a1",0.272675981952165,0.453211519048173,"gi|659918304|emb|CDP48377.1| Zn dependant peptidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.30423148176318,5,8,7,8,7,8,"c388.a1.a1","OK",0.647181204130304,0.879619523923582,"gi|659918304|emb|CDP48377.1| Zn dependant peptidase [Propionibacterium freudenreichii subsp. freudenreichii]",1.15
"gi|659918305|emb|CDP48378.1|",8.50851998681372,8.2292219825091,8.09749602379105,8.11789415899,8.25742408070473,8.21409977453042,"c156.a1.a1",0.556892577736152,0.695820569493439,"gi|659918305|emb|CDP48378.1| Hypothetical secreted and membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.770925386657019,17,15,17,18,16,16,"c156.a1.a1","OK",0.919943702405408,0.927957149290473,"gi|659918305|emb|CDP48378.1| Hypothetical secreted and membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.02040816326531
"gi|659918307|emb|CDP48380.1|",6.87901777362464,7.16354359267347,7.28472937088506,7.12834452991531,7.56730988478269,6.37229088161756,"c555.a1.a1",0.826331993109699,0.904287841516274,"gi|659918307|emb|CDP48380.1| Secreted protease with a PDZ domain [Propionibacterium freudenreichii subsp. freudenreichii]",1.27326198326892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659918317|emb|CDP48390.1|",7.53832985727659,7.86941114687575,7.98604319818638,7.79151673852233,8.38778249869936,6.07749790205631,"c145.a1.a1",0.619530467064398,0.742992898195344,"gi|659918317|emb|CDP48390.1| NUDIX hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.49600015825348,13,14,14,17,17,13,"c145.a1.a1","OK",0.522269900012217,0.8284774578276,"gi|659918317|emb|CDP48390.1| NUDIX hydrolase [Propionibacterium freudenreichii subsp. freudenreichii]",1.14634146341463
"gi|659918318|emb|CDP48391.1|",8.0167225798674,7.91967926487697,7.65294073783496,7.55754859684856,7.62403504336195,7.51250324090143,"b93.a1.a1",0.0582023600374013,0.167115687236103,"gi|659918318|emb|CDP48391.1| UvrD/REP helicase / ATP-dependent DNA helicase [Propionibacterium freudenreichii subsp. freudenreichii]",0.477241327210816,11,11,6,21,18,18,"b93.a1.a1","OK",0.00148623423826754,0.0131266979146943,"gi|659918318|emb|CDP48391.1| UvrD/REP helicase / ATP-dependent DNA helicase [Propionibacterium freudenreichii subsp. freudenreichii]",2.03571428571429
"gi|659918319|emb|CDP48392.1|",7.58058886244315,7.53154257467096,6.78045093072373,7.70392436689744,7.38068122615191,7.36802899611913,"c105.a1.a1",0.543198528729523,0.681937546889878,"gi|659918319|emb|CDP48392.1| ATP-dependent DNA helicase [Propionibacterium freudenreichii subsp. freudenreichii]",1.25386106580592,14,14,10,19,15,12,"c105.a1.a1","OK",0.382372364574834,0.725880652750259,"gi|659918319|emb|CDP48392.1| ATP-dependent DNA helicase [Propionibacterium freudenreichii subsp. freudenreichii]",1.21052631578947
"gi|659918323|emb|CDP48396.1|",7.63307785174947,7.76742771417452,8.00973156015835,7.1716048011586,7.81789675298727,4.93234400760423,"c358.a1.a1",0.257437182225294,0.435403772368377,"gi|659918323|emb|CDP48396.1| Hypothetical protein PFCIRM129_02975 [Propionibacterium freudenreichii subsp. freudenreichii]",0.395955858998429,5,8,8,6,8,4,"c358.a1.a1","OK",0.630785289518047,0.870510380085398,"gi|659918323|emb|CDP48396.1| Hypothetical protein PFCIRM129_02975 [Propionibacterium freudenreichii subsp. freudenreichii]",0.857142857142857
"gi|659918325|emb|CDP48398.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,7,7,7,"c390.a1.a1","OK",0.000370802224523663,0.00447280183331669,"gi|659918325|emb|CDP48398.1| DEAD/DEAH box helicase domain protein [Propionibacterium freudenreichii subsp. freudenreichii]",5.25
"gi|659918327|emb|CDP48344.1|",7.72559857957811,8.02914651437135,7.53370036780188,8.05252009407141,7.96865684293656,7.95696951119765,"c167.a1.a1",0.193683097486638,0.371191527401147,"gi|659918327|emb|CDP48344.1| Transcription termination factor Rho [Propionibacterium freudenreichii subsp. freudenreichii]",1.52595557668127,11,14,13,16,15,15,"c167.a1.a1","OK",0.382372364574834,0.725880652750259,"gi|659918327|emb|CDP48344.1| Transcription termination factor Rho [Propionibacterium freudenreichii subsp. freudenreichii]",1.21052631578947
"gi|659918329|emb|CDP48346.1|",8.03242672442411,7.60191143441645,7.1365549452389,7.82930441070952,7.71380873724945,7.80103686082744,"c180.a1.a1",0.50468544456873,0.658292735281527,"gi|659918329|emb|CDP48346.1| Homoserine dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.13040114488689,8,12,8,15,14,15,"c180.a1.a1","OK",0.0582889185405049,0.237671012922199,"gi|659918329|emb|CDP48346.1| Homoserine dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",1.57142857142857
"gi|659918335|emb|CDP48352.1|",8.63721931778116,8.47900819184171,8.28870373854686,8.21898323739945,8.12490370950441,7.57010300248294,"b16.a1.a1",0.0928819555533834,0.232230001133926,"gi|659918335|emb|CDP48352.1| 2-oxoglutarate dehydrogenase, E1 and E2 components [Propionibacterium freudenreichii subsp. freudenreichii]",0.361567940109894,27,37,29,43,37,32,"b16.a1.a1","OK",0.184187873693642,0.49136711402853,"gi|659918335|emb|CDP48352.1| 2-oxoglutarate dehydrogenase, E1 and E2 components [Propionibacterium freudenreichii subsp. freudenreichii]",1.20430107526882
